lemma,variant,reason
مُهِمّ,مهماً,same lemma
تَأْمِين,وتأمين,same lemma
نائِب,ونائبه,same lemma
مِثْل,ويمثل,same lemma
صاحِب,أصحابها,same lemma
حَقّ,بحقه,same lemma
جَرِيح,جريحا,same lemma
عَمَل,ستعمل,same lemma
شِدَّة,شدة,same lemma
قِصَّة,قصص,same lemma
دَوْر,للدور,same lemma
مَسْأَلَة,مسالة,same lemma
خُرُوج,والخروج,same lemma
وَطَن,وطنه,same lemma
مَعْرِفَة,ومعرفة,same lemma
وُجُود,ووجود,same lemma
أَبِيب,ابيب,same lemma
تَجَمُّع,التجمعات,same lemma
تَساؤُل,التساؤلات,same lemma
خَمْس,الخمسين,same lemma
رَبِيع,الربيع,same lemma
فِتْنَة,الفتن,same lemma
أَمْر,بأمر,same lemma
تَقَدَّم,تتقدم,same lemma
رَدّ,ردت,same lemma
ضَخْم,ضخم,same lemma
إِنْسان,للإنسان,same lemma
أُخْرَى,واخرى,same lemma
تَقْنِيّ,والتقنية,same lemma
شَرِكَة,وشركات,same lemma
ٱِتَّهَم,ويتهم,same lemma
دَعا,ويدعو,same lemma
وَجَد,يجدون,same lemma
أَهْل,الأهالي,same lemma
أَفْضَل,الافضل,same lemma
حَبِيب,الحبيب,same lemma
حَرَم,الحرم,same lemma
كاتِب,الكاتبة,same lemma
ٱِنْتِخابِيّ,انتخابي,same lemma
تَعْذِيب,تعذيب,same lemma
دَخَل,دخلوا,same lemma
سَهْل,سهل,same lemma
قَدَّم,سيقدم,same lemma
قَرْن,قرون,same lemma
جَنُوب,والجنوب,same lemma
دِين,والدين,same lemma
عِراقِيّ,والعراقية,same lemma
شَكْل,وتشكل,same lemma
راوَنْد,ورأت,same lemma
صار,وصار,same lemma
تَواجُد,يتواجد,same lemma
إِقْلِيمِيّ,اقليمية,same lemma
إِماراتِيّ,الإماراتي,same lemma
نَظْم,النظم,same lemma
هاوُن,الهاون,same lemma
بارِز,بارزة,same lemma
سِعْر,بسعر,same lemma
تَأْشِير,تأشيرة,same lemma
أَشْرَف,تشرف,same lemma
تَفْكِير,تفكير,same lemma
دُسْتُورِيّ,دستوري,same lemma
صَلاحِيَّة,صلاحية,same lemma
عَن,عنا,same lemma
غَد,غداً,same lemma
غِذائِيّ,غذائية,same lemma
قَرَأ,نقرأ,same lemma
أَبُو,وأبو,same lemma
بَحْرَيْنِ,والبحرين,same lemma
بِناء,والبناء,same lemma
وَفْد,والوفد,same lemma
تَضَمَّن,وتتضمن,same lemma
ظُهْر,إظهار,same lemma
جَبَل,الجبال,same lemma
حَيّ,الحية,same lemma
صَهْيُونِيّ,الصهاينة,same lemma
مَكْتَب,المكاتب,same lemma
وَضْع,بالوضع,same lemma
أَرْسَل,ترسل,same lemma
سَعَى,سعت,same lemma
تَصْوِيت,للتصويت,same lemma
عَمَلِيَّة,للعملية,same lemma
مُخَيَّم,مخيمات,same lemma
قِبَل,نقبل,same lemma
بَرْنامَج,وبرامج,same lemma
عِلْم,وعلمت,same lemma
قائِد,وقائد,same lemma
إِشارَة,إشارات,same lemma
ٱِضْطِراب,اضطرابات,same lemma
لَعِب,الالعاب,same lemma
عَوْن,العون,same lemma
مَرْمَى,المرمى,same lemma
ٱِرْتِفاع,بارتفاع,same lemma
مُقارَنَة,بالمقارنة,same lemma
وِكالَة,بالوكالة,same lemma
بَرْنامَج,برامجها,same lemma
وَصَف,بوصفها,same lemma
لَجَأ,تلجأ,same lemma
حُرّ,حر,same lemma
فَيْرُوس,فيروس,same lemma
مُساهَمَة,للمساهمة,same lemma
نَفْس,لنفسها,same lemma
مَسْؤُول,مسؤولو,same lemma
مَعْقِل,معقل,same lemma
نَهار,نهار,same lemma
ٱِعْتَرَف,واعترف,same lemma
أُمَّة,والأمم,same lemma
وُقُوف,والوقوف,same lemma
نَصّ,وتنص,same lemma
جَعَل,يجعلها,same lemma
أَراد,اريد,same lemma
طالَب,الطالبات,same lemma
إِعادَة,باعادة,same lemma
تَدْبِير,تدابير,same lemma
دَعا,تدعى,same lemma
تَوَسُّع,توسع,same lemma
مُرَشَّح,مرشحي,same lemma
إِسْرائِيلِيّ,والإسرائيليين,same lemma
تارِيخ,والتاريخ,same lemma
فِي,وفيه,same lemma
صَدَّق,يصدق,same lemma
أَمْرِيكِيّ,أمريكيين,same lemma
تَقْسِيم,التقسيم,same lemma
مُتَواصِل,المتواصلة,same lemma
مُخَيَّم,المخيمات,same lemma
مُراسِل,المراسل,same lemma
قَتَل,بالقتل,same lemma
شَمال,بشمال,same lemma
صَرْف,بصرف,same lemma
بَنْد,بند,same lemma
أَسْفَر,تسفر,same lemma
جِوار,جوار,same lemma
أَسْوَد,سوداء,same lemma
عُنْصُر,عنصرا,same lemma
هِجْرَة,هجرة,same lemma
وَقْت,وقتا,same lemma
مُساعَدَة,ومساعدة,same lemma
ٱِدَّعَى,يدعون,same lemma
إِيّا,إياها,same lemma
إِذْن,اذن,same lemma
شَرِيك,الشريك,same lemma
عَبْد,العبد,same lemma
ٱِسْم,باسمه,same lemma
شَغَل,تشغل,same lemma
حَسّاس,حساسة,same lemma
خارِجِيّ,خارجي,same lemma
خُصُوص,خصوصًا,same lemma
صَمْت,صمت,same lemma
صَوْت,صوته,same lemma
قُوَّة,قواتنا,same lemma
مُحاكَمَة,لمحاكمة,same lemma
مِثْل,مثلها,same lemma
مِلْكِيَّة,ملكية,same lemma
خارِج,والخارج,same lemma
تَبَيَّن,وتبين,same lemma
أَضاف,يضاف,same lemma
رِبْح,الأرباح,same lemma
مُماثِل,المماثلة,same lemma
إِيرانِيّ,ايراني,same lemma
ٱِتَّفَق,تتفق,same lemma
ثابِت,ثابت,same lemma
شِعْر,شعرت,same lemma
صَعِيد,صعدة,same lemma
صُورَة,صورته,same lemma
إِدارَة,للإدارة,same lemma
طائِرَة,للطائرات,same lemma
نَجاح,نجاحا,same lemma
قِيام,والقيام,same lemma
تارِيخ,وتاريخ,same lemma
تَمّ,وتمت,same lemma
حاوَل,وحاول,same lemma
أَنَّ,إني,same lemma
إِزالَة,ازالة,same lemma
أُسْتاذ,استاذ,same lemma
إِغاثَة,الاغاثة,same lemma
مَغْرِبِيّ,المغاربة,same lemma
مُغْلَق,المغلقة,same lemma
إِفْراج,بالإفراج,same lemma
مَسْؤُولِيَّة,بالمسؤولية,same lemma
بَنْك,بنوك,same lemma
تَقْدِيم,تقديمه,same lemma
جارِي,جارية,same lemma
حَمْلَة,حملتها,same lemma
شَهِد,شهدها,same lemma
عَن,عنهما,same lemma
مُتَّهَم,متهم,same lemma
عاد,وتعود,same lemma
وَفاة,وفاته,same lemma
نِظام,ونظام,same lemma
واجَه,يواجهون,same lemma
حادّ,الحادة,same lemma
إِنْسان,انسان,same lemma
ٱِتِّفاق,باتفاق,same lemma
رَفَض,برفض,same lemma
ضابِط,ضوابط,same lemma
سَبَب,لسبب,same lemma
مُراقِب,مراقبين,same lemma
مَسْعَى,مسعى,same lemma
بَرْنامَج,والبرامج,same lemma
شَدَّد,وشددت,same lemma
ٱِلْتَزَم,يلتزم,same lemma
اب/اغسطس,آب/اغسطس,same lemma
رِبْح,أرباح,same lemma
سَأَل,أسأل,same lemma
فِعْل,أفعال,same lemma
أَمْرِيكِيّ,الاميركيون,same lemma
رَئِيسِيّ,الرئيسيين,same lemma
مُرْتَفَع,المرتفعة,same lemma
قَصَد,بقصد,same lemma
عالِي,عال,same lemma
تُركِيا,لتركيا,same lemma
يَوْم,ليوم,same lemma
نَقْل,نقلها,same lemma
خَمْس,وخمسة,same lemma
كَتَب,وكتبت,same lemma
يَوْم,يومها,same lemma
بُعْد,أبعاد,same lemma
تَداوُل,التداول,same lemma
جُنْدِيّ,الجنديين,same lemma
دَقِيق,الدقيق,same lemma
حالَة,بحالة,same lemma
بَدْء,بدءاً,same lemma
تَفادِي,تفادي,same lemma
دِيمُوقراطِيّ,ديموقراطية,same lemma
رِئاسَة,رئاسته,same lemma
عِلاج,لعلاج,same lemma
تَعْذِيب,للتعذيب,same lemma
وَطَن,وطنهم,same lemma
وَقُود,وقود,same lemma
ٱِسْتَخْدَم,يستخدمون,same lemma
آب,أبها,same lemma
تَصَرُّف,التصرفات,same lemma
مُفاوِض,المفاوض,same lemma
إِيجابِيّ,ايجابي,same lemma
عَلَى,عليّ,same lemma
قُوَّة,قوته,same lemma
تَدَخُّل,للتدخل,same lemma
نَفْطِيّ,نفطية,same lemma
صاحِب,وأصحاب,same lemma
طَبْع,وبالطبع,same lemma
جُمْهُورِيّ,وجمهورية,same lemma
وَلَد,ولدت,same lemma
نَتِيجَة,ونتيجة,same lemma
وَصَف,ووصفت,same lemma
أَمَل,ويأمل,same lemma
بَحْث,يبحثون,same lemma
خَطَّط,يخطط,same lemma
أَدار,يدير,same lemma
عَنَى,يعنى,same lemma
أَجْنَبِيّ,أجانب,same lemma
إِصْلاح,اصلاح,same lemma
تَهْرِيب,التهريب,same lemma
طالِبانِيّ,الطالباني,same lemma
مُؤَقَّت,المؤقتة,same lemma
مَكْسَب,المكاسب,same lemma
إِعْلان,بإعلان,same lemma
حَدِيث,حديثا,same lemma
حَلِيف,حلفائها,same lemma
شَهِد,شهدته,same lemma
ظُلْم,ظلم,same lemma
إِعْلام,للإعلام,same lemma
مُجاوِر,مجاورة,same lemma
هاجَم,هاجمت,same lemma
تَطَرَّق,وتطرق,same lemma
خارِج,وخارجها,same lemma
ضُعْف,وضعف,same lemma
قاد,يقوده,same lemma
مات,يموت,same lemma
أَصاب,أصيبوا,same lemma
أَنَّ,أنَّ,same lemma
ٱِغْتِيال,الاغتيالات,same lemma
حَمَل,الحمل,same lemma
قَرْن,القرون,same lemma
مُخَصَّص,المخصص,same lemma
إِمْكان,بالإمكان,same lemma
ٱِنْفِجار,بانفجار,same lemma
هُدُوء,بهدوء,same lemma
شَخْص,شخصًا,same lemma
عُنْصُرِيّ,عنصرية,same lemma
فَضِيلَة,فضيلة,same lemma
كُرْدِيّ,كردي,same lemma
إِيلاف,لإيلاف,same lemma
لَحْظَة,لحظات,same lemma
عَقْد,لعقود,same lemma
يَوْم,لليوم,same lemma
مَزِيد,لمزيد,same lemma
مَعْنِيّ,معناه,same lemma
هامّ,هاما,same lemma
جَماعَة,والجماعات,same lemma
مَرْأَة,والمرأة,same lemma
رَفَض,وترفض,same lemma
تَوَجَّه,وتوجه,same lemma
تَمَيَّز,يتميز,same lemma
وَصَف,يصف,same lemma
نَظَر,الأنظار,same lemma
حادِي,الحادية,same lemma
عَنِيف,العنيفة,same lemma
مُتَزايِد,المتزايدة,same lemma
مُعْلَن,المعلن,same lemma
طَرِيقَة,بالطريقة,same lemma
تَأَثَّر,تأثر,same lemma
تَطْبِيق,تطبيقها,same lemma
عَلَّق,علقت,same lemma
إِنْهاء,وإنهاء,same lemma
واجَه,واجهت,same lemma
وارِد,وارد,same lemma
ٱِسْتَمَرّ,واستمرت,same lemma
سَأَل,يسأل,same lemma
أَيّ,إي,same lemma
إِثارَة,اثارة,same lemma
حِين,احيانا,same lemma
أَصْل,اصلا,same lemma
طَبِيب,الاطباء,same lemma
طَرِيق,الطرقات,same lemma
تَوْفِيق,توفيق,same lemma
ثَرْوَة,ثروة,same lemma
جادّ,جاد,same lemma
صِراع,صراعات,same lemma
ضَمّ,ضمت,same lemma
صَنْع,لصنع,same lemma
فَتْرَة,للفترة,same lemma
لِ,لهن,same lemma
مُؤَخَّر,مؤخرًا,same lemma
مُتَوَقَّع,متوقعا,same lemma
واجَه,واجه,same lemma
مَسْؤُول,والمسؤولين,same lemma
مُعَدّات,والمعدات,same lemma
تَدْرِيب,وتدريب,same lemma
قَدْر,وتقدر,same lemma
نَظَر,ينظرون,same lemma
ٱِرْتِفاع,ارتفاعا,same lemma
عَدُوّ,الأعداء,same lemma
زَمَنِيّ,الزمني,same lemma
طارِئ,الطارئة,same lemma
طَبَقَة,الطبقات,same lemma
مُورِيتانِيّ,الموريتانية,same lemma
تَعارَض,تتعارض,same lemma
تَحْدِيد,تحديداً,same lemma
عَرَض,تعرضه,same lemma
داعِي,داعية,same lemma
ذاكِرَة,ذاكرة,same lemma
فِعْلِيّ,فعليا,same lemma
كادِر,كوادر,same lemma
نَمُوذَج,نموذجا,same lemma
بَعْض,والبعض,same lemma
خَوْف,والخوف,same lemma
مُمارَسَة,وممارسة,same lemma
مِنْطَقَة,ومناطق,same lemma
زَمِيل,الزميل,same lemma
سَعِيد,السعيد,same lemma
صَدْرِيّ,الصدرية,same lemma
مُقْتَرَح,المقترحة,same lemma
أَهْل,اهالي,same lemma
حُصُول,بالحصول,same lemma
تَرْشِيح,بترشيح,same lemma
ظِلّ,ستظل,same lemma
بَحْث,سيبحث,same lemma
عَيْن,عينه,same lemma
نَبَأ,للانباء,same lemma
ٱِنْسِحاب,للانسحاب,same lemma
مُمارَسَة,لممارسة,same lemma
مَلِكَة,ملكة,same lemma
مُوسِيقَى,موسيقى,same lemma
نَشَأ,نشأ,same lemma
مُعالَجَة,ومعالجة,same lemma
خَلْق,يخلق,same lemma
أَمَل,آمل,same lemma
أَقْصَى,اقصى,same lemma
تَحَوَّل,التحولات,same lemma
مَحَلّ,المحلات,same lemma
مَنْدُوب,المندوب,same lemma
تَراجُع,تتراجع,same lemma
ثالِث,ثالثا,same lemma
عامِل,عاملا,same lemma
عانَى,عانى,same lemma
مُباحَثَة,مباحثاته,same lemma
مَضَى,مضت,same lemma
باقِي,وباقي,same lemma
وِساطَة,وساطة,same lemma
عُمَر,أعمارهم,same lemma
بَسِيط,البسيطة,same lemma
تَطْبِيع,التطبيع,same lemma
عائِلَة,العوائل,same lemma
ٱِنْتِفاضَة,انتفاضة,same lemma
عَلاقَة,بالعلاقات,same lemma
تَفْجِير,بتفجير,same lemma
صَنْع,تصنع,same lemma
سِرّ,سرا,same lemma
ذات,وذات,same lemma
مَدِينَة,ومدينة,same lemma
تَرَك,الاتراك,same lemma
ٱِسْتِهْلاك,الاستهلاك,same lemma
ٱِقْتِراب,الاقتراب,same lemma
أَمْر,امور,same lemma
أَغْلَب,بأغلبية,same lemma
أَمْس,بالأمس,same lemma
غالِبِيَّة,غالبيتهم,same lemma
أُرْدُنّ,والاردن,same lemma
ٱِلْتِزام,والالتزام,same lemma
أَفاد,وتفيد,same lemma
وَزِير,ووزيرة,same lemma
تَمَتَّع,يتمتعون,same lemma
ظَنّ,يظن,same lemma
عاش,يعيشها,same lemma
أَسَف,الأسف,same lemma
أَسْوَد,الاسود,same lemma
لَحْظَة,اللحظات,same lemma
مُشَرَّف,المشرفة,same lemma
شَأْن,بشأنها,same lemma
مَوْقِف,بموقف,same lemma
زَعِيم,زعيمة,same lemma
عَشِيرَة,عشائر,same lemma
غالِب,غالب,same lemma
كان,فسيكون,same lemma
ٱِسْتِكْمال,لاستكمال,same lemma
شَمِل,لتشمل,same lemma
جَماعَة,لجماعة,same lemma
رَجُل,لرجال,same lemma
جَدُر,وتجدر,same lemma
ٱِسْتَخْدَم,يستخدمها,same lemma
أَصْدَر,أصدره,same lemma
إِنْسان,أناس,same lemma
سُؤال,اسئلة,same lemma
أَوان,الأوان,same lemma
إِنْجاز,الانجازات,same lemma
وَفْد,الوفود,same lemma
رُوح,بروح,same lemma
مَرْكَز,بمركز,same lemma
حالَة,حالته,same lemma
آخَر,لآخر,same lemma
