rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
777,إِنْشاء,<ino$A',Create,noun,noun: singular lemma,,T1,0.333,9.303,media,high_frequency + dispersion,إنشاء; إنشاؤه; إنشاؤها; إنشائه; إنشائها ...,
778,أَبْيَض,>aboyaD,White.,noun,noun: singular lemma,,T1,0.333,9.301,media,high_frequency + dispersion,أبيض; ابيض; الأبيض; الابيض; البيضاء ...,
779,مَساء,masA',Evening.,noun,noun: singular lemma,,T1,0.333,9.301,media,high_frequency + dispersion,المساء; مساء; مساءً; ومساء,
780,صَغِير,Sagiyr,Small,noun,noun: singular lemma,صغر,T1,0.333,9.301,media,high_frequency + dispersion,الصغار; الصغير; الصغيرة; صغار; صغير ...,
781,قاهِرَة,qAhirap,Forceful.,noun_prop,noun: singular lemma,قهر,T1,0.333,9.299,media,high_frequency + dispersion,القاهرة; بالقاهرة; للقاهرة; والقاهرة,
782,إِيّا,<iy~A,Eh...,part,particle/base,,T1,0.333,9.299,media,high_frequency + dispersion,إياه; إياها; إياهم; اياه; اياها ...,
783,تُهْمَة,tuhomap,It matters.,noun,noun: singular lemma,تهم,T1,0.333,9.299,media,high_frequency + dispersion,التهم; التهمة; بالتهم; بتهم; بتهمة ...,
784,تَطَوُّر,taTaw~ur,Evolution,noun,noun: singular lemma,,T1,0.333,9.299,media,high_frequency + dispersion,التطور; بالتطور; بتطور; تتطور; تطور ...,
785,ضَحِيَّة,DaHiy~ap,Sacrifice.,noun,noun: singular lemma,,T1,0.333,9.297,media,high_frequency + dispersion,الضحايا; الضحية; ضحايا; ضحاياه; ضحاياها ...,
786,باكِسْتان,bAkisotAn,Baxtin.,noun_prop,noun: singular lemma,,T1,0.333,9.295,media,high_frequency + dispersion,الباكستان; باكستان; بباكستان; لباكستان; وباكستان,
787,إِمْكانِيَّة,<imokAniy~ap,Possibility.,noun,noun: singular lemma,مكن,T1,0.333,9.294,media,high_frequency + dispersion,إمكانيات; إمكانياتها; إمكانية; الإمكانيات; الإمكانية ...,
788,جُرْح,juroH,Injured.,noun,noun: singular lemma,جرح,T1,0.333,9.293,media,high_frequency + dispersion,الجراح; الجرح; الجروح; بجراح; بجروح ...,
789,ٱِمْتَلَك,{imotalak,You have your own.,verb,verb: 3ms past lemma,ملك,T1,0.333,9.292,media,high_frequency + dispersion,امتلك; امتلكت; تمتلك; تمتلكه; تمتلكها ...,
790,ٱِزْداد,{izodAd,Increase,verb,verb: 3ms past lemma,,T1,0.333,9.292,media,high_frequency + dispersion,ازداد; ازدادت; تزداد; ستزداد; سيزداد ...,
791,نِساء,nisA',Women,noun,noun: singular lemma,,T1,0.333,9.29,media,high_frequency + dispersion,النساء; بالنساء; للنساء; نساء; والنساء ...,
792,خَيْر,xayor,Good.,noun,noun: singular lemma,,T1,0.333,9.29,media,high_frequency + dispersion,الخير; الخيرات; الخيرة; بالخير; بخيار ...,
793,صِناعَة,SinAEap,Made up.,noun,noun: singular lemma,صنع,T1,0.333,9.289,media,high_frequency + dispersion,الصناعات; الصناعة; بصناعة; صناعات; صناعة ...,
794,ٱِنْفِجار,{inofijAr,Explosion,noun,noun: singular lemma,فجر,T1,0.333,9.288,media,high_frequency + dispersion,الإنفجار; الانفجار; الانفجارات; انفجار; انفجارا ...,
795,بَعْض,baEoD,Some.,adj,adj: masc singular lemma,بعض,T1,0.333,9.287,media,high_frequency + dispersion,البعض; ببعض; ببعضها; بعضا; بعضاً ...,
796,بُوتِين,buwtiyn,Boten.,noun_prop,noun: singular lemma,,T1,0.333,9.287,media,high_frequency + dispersion,بوتين; لبوتين,
797,تَطَلَّب,taTal~ab,Request,verb,verb: 3ms past lemma,طلب,T1,0.333,9.285,media,high_frequency + dispersion,تتطلب; سيتطلب; وتتطلب; ويتطلب; يتطلب ...,
798,تُرْكِيّ,turokiy~,Leave.,adj,adj: masc singular lemma,ترك,T1,0.333,9.284,media,high_frequency + dispersion,التركى; التركي; التركية; تركي; تركية ...,
799,مَرَض,maraD,Satisfactory,noun,noun: singular lemma,مرض,T1,0.333,9.283,media,high_frequency + dispersion,أمراض; الأمراض; الامراض; المرض; امراض ...,
800,برِيطانِيا,briyTAniyA,British.,noun_prop,noun: singular lemma,,T1,0.333,9.278,media,high_frequency + dispersion,ببريطانيا; بريطانيا; لبريطانيا; وبريطانيا,
801,ناقَش,nAqa$,Conversation,verb,verb: 3ms past lemma,نقش,T1,0.333,9.277,media,high_frequency + dispersion,تناقش; ستناقش; سيناقش; سيناقشان; ناقش ...,
802,مُباراة,mubArAp,A game.,noun,noun: singular lemma,,T1,0.333,9.275,media,high_frequency + dispersion,المباراة; المباريات; للمباراة; مباراة; مباراته ...,
803,تَوَقُّف,tawaq~uf,Stop!,noun,noun: singular lemma,,T1,0.333,9.274,media,high_frequency + dispersion,أتوقف; التوقف; بالتوقف; تتوقف; توقف ...,
804,اولمرت,Awlmrt,Olmart.,noun_prop,noun: singular lemma,,T1,0.333,9.274,media,high_frequency + dispersion,أولمرت; اولمرت,
805,جَوّ,jaw~,Joe.,noun,noun: singular lemma,,T1,0.333,9.274,media,high_frequency + dispersion,أجواء; اجواء; الأجواء; الاجواء; الجو ...,
806,ٱِحْتَلّ,{iHotal~,Kill!,verb,verb: 3ms past lemma,حلل,T1,0.333,9.272,media,high_frequency + dispersion,احتل; احتلت; احتلتها; تحتل; تحتلها ...,
807,رَقْم,raqom,Number,noun,noun: singular lemma,رقم,T1,0.333,9.27,media,high_frequency + dispersion,أرقام; ارقام; الأرقام; الارقام; الرقم ...,
808,شَنّ,$an~,Shh.,noun,noun: singular lemma,شنن,T1,0.333,9.268,media,high_frequency + dispersion,بشن; تشن; تشنه; تشنها; شن ...,
809,سِتّ,sit~,Six.,adj,adj: masc singular lemma,ستت,T1,0.333,9.266,media,high_frequency + dispersion,الست; الستة; الستين; بست; بستة ...,
810,باب,bAb,Door.,noun,noun: singular lemma,,T1,0.333,9.266,media,high_frequency + dispersion,أبواب; أبوابه; أبوابها; ابواب; ابوابها ...,
811,كَوْن,kawon,Be... be... be... be... be..,noun,noun: singular lemma,,T1,0.333,9.265,media,high_frequency + dispersion,الكون; بكون; بكونه; بكونها; كون ...,
812,تَحالُف,taHAluf,You swear.,noun,noun: singular lemma,حلف,T1,0.333,9.263,media,high_frequency + dispersion,التحالف; التحالفات; بالتحالف; تحالف; تحالفا ...,
813,عائِلَة,EA}ilap,Family.,noun,noun: singular lemma,,T1,0.333,9.262,media,high_frequency + dispersion,العائلات; العائلة; العوائل; عائلات; عائلاتهم ...,
814,لِماذا,limA*A,Why?,adv_interrog,particle/base,,T1,0.333,9.258,media,high_frequency + dispersion,فلماذا; لماذا; ولماذا,
815,فِكْرَة,fikorap,An idea.,noun,noun: singular lemma,فكر,T1,0.333,9.258,media,high_frequency + dispersion,الفكرة; بفكرة; فكرة; لفكرة; للفكرة ...,
816,رَكَّز,rak~az,Focus.,verb,verb: 3ms past lemma,ركز,T1,0.333,9.256,media,high_frequency + dispersion,تركز; ركز; ركزت; ستركز; سيركز ...,
817,كُرَة,kurap,Ball.,noun,noun: singular lemma,,T1,0.333,9.255,media,high_frequency + dispersion,أكره; الكرة; الكره; بالكرة; تكره ...,
818,صَعِيد,SaEiyd,Going upstairs.,noun,noun: singular lemma,صعد,T1,0.333,9.254,media,high_frequency + dispersion,الأصعدة; الاصعدة; الصعد; الصعيد; الصعيدين ...,
819,فِرْقَة,firoqap,Sparkling.,noun,noun: singular lemma,فرق,T1,0.333,9.253,media,high_frequency + dispersion,الفرق; الفرقة; فرق; فرقا; فرقاً ...,
820,تَدْرِيب,tadoriyb,Training,noun,noun: singular lemma,درب,T1,0.333,9.252,media,high_frequency + dispersion,التدريب; التدريبات; بالتدريب; بتدريب; تدريب ...,
821,كامِل,kAmil,Perfect.,adj,adj: masc singular lemma,كمل,T1,0.333,9.251,media,high_frequency + dispersion,الكامل; الكاملة; بالكامل; بكامل; بكامله ...,
822,وَراء,warA',Behind.,noun,noun: singular lemma,,T1,0.333,9.25,media,high_frequency + dispersion,الوراء; وراء; وراءه; وراءها; وراءهم ...,
823,مُسْتَشْفَى,musota$ofaY,Hospital.,noun,noun: singular lemma,,T1,0.333,9.25,media,high_frequency + dispersion,المستشفى; المستشفيات; بالمستشفى; بمستشفى; للمستشفى ...,
824,ساحَة,sAHap,Square.,noun,noun: singular lemma,,T1,0.333,9.25,media,high_frequency + dispersion,الساحات; الساحة; الساحتين; ساحات; ساحة ...,
825,مُعْتَقَل,muEotaqal,Arrested.,noun,noun: singular lemma,عقل,T1,0.333,9.249,media,high_frequency + dispersion,المعتقل; المعتقلات; المعتقلون; المعتقلين; للمعتقلين ...,
826,دَلِيل,daliyl,Deliberate.,noun,noun: singular lemma,دلل,T1,0.333,9.248,media,high_frequency + dispersion,أدلة; ادلة; الأدلة; الادلة; الدلائل ...,
827,قادِم,qAdim,Coming.,adj,adj: masc singular lemma,قدم,T1,0.333,9.247,media,high_frequency + dispersion,القادم; القادمة; القادمه; القادمين; قادم ...,
828,مَعْرَكَة,maEorakap,A battle.,noun,noun: singular lemma,عرك,T1,0.333,9.243,media,high_frequency + dispersion,المعارك; المعركة; للمعركة; لمعركة; معارك ...,
829,مَنْح,manoH,Grant,noun,noun: singular lemma,منح,T1,0.333,9.243,media,high_frequency + dispersion,تمنح; تمنحه; تمنحها; ستمنح; سيمنح ...,
830,مَسِيحِيّ,masiyHiy~,My Christ.,noun,noun: singular lemma,مسح,T1,0.333,9.239,media,high_frequency + dispersion,المسيحي; المسيحية; المسيحيون; المسيحيين; للمسيحيين ...,
831,فِيلْم,fiylom,Philam.,noun,noun: singular lemma,,T1,0.333,9.238,media,high_frequency + dispersion,أفلام; افلام; الأفلام; الافلام; الفلم ...,
832,خُبَر,xubar,Ah; ah,noun_prop,noun: singular lemma,خبر,T1,0.333,9.238,media,high_frequency + dispersion,أخبار; اخبار; الأخبار; الاخبار; الخبر ...,
833,إِشارَة,<i$Arap,Signal.,noun,noun: singular lemma,,T1,0.333,9.237,media,high_frequency + dispersion,إشارات; إشارة; اشارات; اشارة; الإشارات ...,
834,قَلْب,qalob,Heart.,noun,noun: singular lemma,قلب,T1,0.333,9.235,media,high_frequency + dispersion,القلب; القلوب; بقلب; قلب; قلبك ...,
835,تَطْبِيق,taTobiyq,Exactly.,noun,noun: singular lemma,طبق,T1,0.333,9.234,media,high_frequency + dispersion,التطبيق; التطبيقات; بتطبيق; تطبيق; تطبيقا ...,
836,مَعْنِيّ,maEoniy~,Meaning...,adj,adj: masc singular lemma,,T1,0.333,9.231,media,high_frequency + dispersion,المعاني; المعنى; المعني; المعنية; المعنيون ...,
837,مُكافَحَة,mukAfaHap,Fight.,noun,noun: singular lemma,كفح,T1,0.333,9.23,media,high_frequency + dispersion,المكافحة; بمكافحة; لمكافحة; مكافحة; ومكافحة,
838,دَوْرَة,daworap,Turn around.,noun,noun: singular lemma,,T1,0.333,9.23,media,high_frequency + dispersion,الدورات; الدورة; بدورة; دورات; دورة ...,
839,حِلْف,Hilof,♪ Swear ♪,noun,noun: singular lemma,حلف,T1,0.333,9.227,media,high_frequency + dispersion,الحلف; حلف; لحلف; للحلف; والحلف ...,
840,ثِقَة,viqap,Trust.,noun,noun: singular lemma,,T1,0.333,9.226,media,high_frequency + dispersion,الثقة; بالثقة; بثقة; ثقة; ثقته ...,
841,دائِم,dA}im,Always.,adj,adj: masc singular lemma,,T1,0.333,9.224,media,high_frequency + dispersion,الدائم; الدائمة; الدائمين; دائم; دائما ...,
842,دُسْتُور,dusotuwr,Doc...,noun,noun: singular lemma,دستر,T1,0.333,9.223,media,high_frequency + dispersion,الدساتير; الدستور; بالدستور; دستور; للدستور ...,
843,إِرْهابِيّ,<irohAbiy~,My terror.,adj,adj: masc singular lemma,رهب,T1,0.333,9.223,media,high_frequency + dispersion,إرهابي; إرهابيا; إرهابية; إرهابيون; إرهابيين ...,
844,ٱِسْتِعْداد,{isotiEodAd,Ready,noun,noun: singular lemma,عدد,T1,0.333,9.222,media,high_frequency + dispersion,استعداد; استعدادا; استعدادات; استعداداتها; استعداداً ...,
845,جَنُوبِيّ,januwbiy~,Ah; ah,adj,adj: masc singular lemma,جنب,T1,0.333,9.22,media,high_frequency + dispersion,الجنوبي; الجنوبية; الجنوبيين; جنوبي; جنوبية ...,
846,واضِح,wADiH,Clear.,adj,adj: masc singular lemma,,T1,0.333,9.219,media,high_frequency + dispersion,الواضح; الواضحة; واضح; واضحا; واضحاً ...,
847,كُرْدِيّ,kurodiy~,My balls.,adj,adj: masc singular lemma,,T1,0.333,9.219,media,high_frequency + dispersion,أكراد; اكراد; الأكراد; الاكراد; الكرد ...,
848,مَوْجُود,mawojuwd,Existence,noun,noun: singular lemma,,T1,0.333,9.218,media,high_frequency + dispersion,الموجود; الموجودات; الموجودة; الموجودين; موجود ...,
849,ٱِنْسِحاب,{inosiHAb,Retreat!,noun,noun: singular lemma,سحب,T1,0.333,9.217,media,high_frequency + dispersion,الإنسحاب; الانسحاب; انسحاب; انسحابا; انسحابه ...,
850,تَمَثَّل,tamav~al,Act.,verb,verb: 3ms past lemma,مثل,T1,0.333,9.215,media,high_frequency + dispersion,تتمثل; تمثلت; وتتمثل; ويتمثل; يتمثل,
851,فَنّان,fan~An,An artist.,noun,noun: singular lemma,فنن,T1,0.333,9.213,media,high_frequency + dispersion,الفنان; الفنانات; الفنانة; الفنانون; الفنانين ...,
852,كَفَى,kafaY,Enough!,verb,verb: 3ms past lemma,,T1,0.333,9.212,media,high_frequency + dispersion,تكف; تكفي; كفانا; كفى; وكفى ...,
853,طالِبان,TAlibAn,Talban,noun_prop,noun: singular lemma,,T1,0.333,9.211,media,high_frequency + dispersion,طالبان; لطالبان; وطالبان,
854,ٱِلْتِزام,{ilotizAm,Commitment,noun,noun: singular lemma,لزم,T1,0.333,9.21,media,high_frequency + dispersion,الإلتزام; الالتزام; الالتزامات; التزام; التزاما ...,
855,قَتِيل,qatiyl,Murder.,noun,noun: singular lemma,قتل,T1,0.333,9.198,media,high_frequency + dispersion,القتلى; القتيل; قتلى; قتيل; قتيلا ...,
856,قَلَق,qalaq,Worried.,noun,noun: singular lemma,قلق,T1,0.333,9.198,media,high_frequency + dispersion,القلق; بالقلق; بقلق; تقلق; قلق ...,
857,مُجَرَّد,mujar~ad,Just...,noun,noun: singular lemma,جرد,T1,0.333,9.197,media,high_frequency + dispersion,المجردة; بمجرد; لمجرد; مجرد; مجردة ...,
858,مِلَفّ,milaf~,Wrap-up.,noun,noun: singular lemma,لفف,T1,0.333,9.196,media,high_frequency + dispersion,الملف; بالملف; بملف; للملف; ملف ...,
859,جَبْهَة,jabohap,Forehead.,noun,noun: singular lemma,جبه,T1,0.333,9.196,media,high_frequency + dispersion,الجبهات; الجبهة; جبهات; جبهة; لجبهة ...,
860,سِي,siy,Si.,abbrev,particle/base,,T1,0.333,9.195,media,high_frequency + dispersion,السي; سواسية; سى; سي,
861,جِنِرال,jinirAl,General.,noun,noun: singular lemma,,T1,0.333,9.195,media,high_frequency + dispersion,الجنرال; الجنرالات; جنرال; جنرالات; للجنرال ...,
862,جَوْلَة,jawolap,Ride.,noun,noun: singular lemma,,T1,0.333,9.192,media,high_frequency + dispersion,الجولات; الجولة; بجولات; بجولة; جولات ...,
863,لَقِي,laqiy,Meet me.,verb,verb: 3ms past lemma,,T1,0.333,9.192,media,high_frequency + dispersion,تلق; سيلقي; لقوا; لقي; لقيت ...,
864,أَجْنَبِيّ,>ajonabiy~,I'm avoiding me.,adj,adj: masc singular lemma,جنب,T1,0.333,9.191,media,high_frequency + dispersion,أجانب; أجنبي; أجنبيا; أجنبية; اجانب ...,
865,كاتِب,kAtib,Clerk,noun,noun: singular lemma,كتب,T1,0.333,9.19,media,high_frequency + dispersion,الكاتب; الكاتبة; كاتب; كاتبا; كاتباً ...,
866,ضِفَّة,Dif~ap,Ahhhhhhhhhhhhhhhhhh,noun_prop,noun: singular lemma,ضفف,T1,0.333,9.188,media,high_frequency + dispersion,الضفة; بالضفة; ضفة; ضفتي; للضفة ...,
